art_no,name,competitor,link
0,STORKLINTA 6 drw wide,Amazon,https://www.amazon.com/Tvilum-Scottsdale-Drawer-Dresser-Woodgrain/dp/B084KT4NGN/ref=sr_1_6?crid=1C19ALQHPC5N2&dib=eyJ2IjoiMSJ9.JaiYnnfr3mIPDE18OJZ5Nu5r-PXN87ggMSTO_sLKUVXDiJ1kkL14msfiy0xgWmlgIdsfJO6SeusTlg2xMUNVBXO87Muh2j_6seYN3BSk-0qklGbe0aJ0lY8Rmk86Ijhen4zQ-ErXRkLh_7rZY_PPpQA2qA5svJ8e4Mu5Jos2BDKnIddIedcH7cpkdlUjne3_x3mc1Rn_mV74pjE3KSc-CfSe4_D4kgkSwXpB2AdyaucWbNX65yaVw4PFgBil4O2-80ybtgJDGJ4QEzsLnS1DmxAHPqN70YGGYHW2xmao-kMzgyK-Pz4XuU_7gNd9eNxVAFL0T-ImfT5UMpOTbCGBiNAul5Cg4TTXevr8DTOE0-8gy6GYegjSNJXXmJvmLPhBPQCwgVXv0SxRuFBIAEk74YZ38DkO_qeNAeaULVqrrgLfFIhk6jd9xhhmgETNjQXw.tQq2ng245Pm5HW6B79MVupLP1OzsDjO70oeViRuu7Qo&dib_tag=se&keywords=malm%2B6%2Bdrawer&qid=1742480258&sprefix=malm%2B6%2Bdrawer%2Caps%2C100&sr=8-6&th=1
0,STORKLINTA 6 drw wide,Amazon,https://www.amazon.com/Tvilum-Scottsdale-Drawer-Dresser-Woodgrain/dp/B084KT4NGN/ref=sr_1_6?crid=1C19ALQHPC5N2&dib=eyJ2IjoiMSJ9.JaiYnnfr3mIPDE18OJZ5Nu5r-PXN87ggMSTO_sLKUVXDiJ1kkL14msfiy0xgWmlgIdsfJO6SeusTlg2xMUNVBXO87Muh2j_6seYN3BSk-0qklGbe0aJ0lY8Rmk86Ijhen4zQ-ErXRkLh_7rZY_PPpQA2qA5svJ8e4Mu5Jos2BDKnIddIedcH7cpkdlUjne3_x3mc1Rn_mV74pjE3KSc-CfSe4_D4kgkSwXpB2AdyaucWbNX65yaVw4PFgBil4O2-80ybtgJDGJ4QEzsLnS1DmxAHPqN70YGGYHW2xmao-kMzgyK-Pz4XuU_7gNd9eNxVAFL0T-ImfT5UMpOTbCGBiNAul5Cg4TTXevr8DTOE0-8gy6GYegjSNJXXmJvmLPhBPQCwgVXv0SxRuFBIAEk74YZ38DkO_qeNAeaULVqrrgLfFIhk6jd9xhhmgETNjQXw.tQq2ng245Pm5HW6B79MVupLP1OzsDjO70oeViRuu7Qo&dib_tag=se&keywords=malm%2B6%2Bdrawer&qid=1742480258&sprefix=malm%2B6%2Bdrawer%2Caps%2C100&sr=8-6&th=1
0,STORKLINTA 6 drw wide,Amazon,https://www.amazon.com/Vibe-Dine-Dresser-Bedroom-Drawers/dp/B0D49J8T1K/ref=sr_1_2_sspa?crid=1C19ALQHPC5N2&dib=eyJ2IjoiMSJ9.JaiYnnfr3mIPDE18OJZ5Nu5r-PXN87ggMSTO_sLKUVXDiJ1kkL14msfiy0xgWmlgIdsfJO6SeusTlg2xMUNVBXO87Muh2j_6seYN3BSk-0qklGbe0aJ0lY8Rmk86Ijhen4zQ-ErXRkLh_7rZY_PPpQA2qA5svJ8e4Mu5Jos2BDKnIddIedcH7cpkdlUjne3_x3mc1Rn_mV74pjE3KSc-CfSe4_D4kgkSwXpB2AdyaucWbNX65yaVw4PFgBil4O2-80ybtgJDGJ4QEzsLnS1Dmxb2Ist3dSsqeDmRo6tm_VI.wn3yl2Srd-kA39fWQtA53W0P9LqEVBourKmhhfQp-r8&dib_tag=se&keywords=malm%2B6%2Bdrawer&qid=1742480258&sprefix=malm%2B6%2Bdrawer%2Caps%2C100&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
0,STORKLINTA 6 drw wide,Wayfair,https://www.wayfair.com/furniture/pdp/zipcode-design-kepner-6-drawer-605-w-double-dresser-w006543687.html?piid=602589529&categoryid=13&placement=16&slot=&sponsoredid=9da4e2aec316d018977e183bae53c45a8cac3fecc645ffeb616fa221ddaef323&_txid=I%2FWEwmfcIrI6AyJT1SqhAg%3D%3D&isB2b=&auctionId=2cc9ca3d-2192-405d-a484-dba4836e8aea
0,SVALLET work lamp ,Amazon,https://www.amazon.com/Globe-Electric-Company-12716-White/dp/B01DPFFJG6/ref=sr_1_5?crid=18YITWJJY0VNG&dib=eyJ2IjoiMSJ9.WVaXQMEn4PtrpqXwpvuuXcFJDBrqmnwmYtSqitlloZ4t0ef-RoTQ1SCLS1dwXH5zk19zkRtyxuQz1bZKfhjNSWNz6yCVG6NLYLsx29VNvu96Pu0Eejlw_pXEqnl2iZ9qNghR1koZEB1Krc9NdGH-JgF41Zj-OvC1mbYDq7BULjYg1aFPHMdTufrykoip4maxlXRGIFE-xg9rttxONR82CWjB8Z96EBfJdxMKnkjcd9uqODw_32o0p8-4QAvcYhrn6DfBCr36e_WSW_OwWijpCfkCnaNTY6FbakOXHSFPk4neDiexpAJzOmp6jN8hSY5NEzPjQRA3K93HrXcOrsyammjBk2wWT18dc6Y9MZpSl2CuPNhJFYEUFJQYHracQVWBJIHpoUEiX2d3aBJHzxniWeT5qlxq3UKHleRQ1pC8DZnqMiTKbvi3hG39sJMiJi8F.P-nRTJK_sjEWVAUPVI_nWq4gfSQDdgXElwvTSGwXs68&dib_tag=se&keywords=desk+lamp&qid=1742233552&refinements=p_n_feature_forty-seven_browse-bin%3A24677333011&rnid=21180941011&sprefix=desk+lamp%2Caps%2C97&sr=8-5
0,SVALLET work lamp ,Home Depot,https://www.homedepot.com/p/Simple-Designs-14-25-in-Black-Basic-Metal-Desk-Lamp-with-Flexible-Hose-Neck-LD1003-BLK/204498515
0,SVALLET work lamp ,Wal-mart,https://www.walmart.com/ip/Mainstays-LED-Gooseneck-Desk-Lamp-with-Catch-All-Base-AC-Outlet-Aqua/789690769
0,SVALLETwork lamp,Target,https://www.target.com/p/task-table-lamp-includes-led-light-bulb-room-essentials/-/A-93143113?preselect=53210426#lnk=sametab
0,TÅGARP floor lamp,Home Depot,https://www.homedepot.com/p/Newhouse-Lighting-71-in-Henry-Floor-Torch-Lamp-LED-Standing-Lights-for-Living-Room-Silver-NHFL-HE-SI/312917441
0,TÅGARP floor lamp,Target,https://www.target.com/p/torchiere-floor-lamp-room-essentials/-/A-87922467?preselect=87291865#lnk=sametab
0,TÅGARP floor lamp,Wal-mart,https://www.walmart.com/ip/Mainstays-71-Floor-Lamp-Black-Made-of-metal-with-a-plastic-shade/12173437?athbdg=L1102&from=searchResults
0,TÅGARP floor uplighter,Amazon,https://www.amazon.com/s?k=floor+lamp&rh=n%3A21514805011%2Cp_n_feature_forty-seven_browse-bin%3A24677333011&dc=&crid=14DBZNPF688TK&qid=1742233821&rnid=1243644011&sprefix=floor+lamp%2Caps%2C92&ref=sr_nr_p_36_0_0&low-price=&high-price=29
0,TÅGARP floor uplighter,Home Depot ,https://www.homedepot.com/p/Hampton-Bay-70-in-Black-Mother-Daughter-2-Light-Torchiere-Floor-Lamp-with-Plastic-Shade-RS2204257BK/326130259?MERCH=REC-_-fbt_test-_-326130254-_-2-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a
0,TÅGARP floor uplighter,Target,https://www.target.com/p/torchiere-with-task-light-floor-lamp-room-essentials/-/A-87922469?preselect=87291863#lnk=sametab
0,TÅGARP floor uplighter,Wal-mart,https://www.walmart.com/ip/Mainstays-72-Black-Combo-Floor-Lamp-With-Reading-Lamp-Modern-Design/12173435
0,TÅGARP floor uplighter/reading light,Lowes,https://www.lowes.com/pd/Globe-Electric-Delilah-72-In-Torchiere-Floor-Lamp-Adjustable-Reading-Light-Silver-Frosted-Plastic-Shade-3-Step-Rotary-Switch-On-Floor-Lamp-Socket-Rotary-On-Off-Switch-On-Reading-Light-Socket/1001866580
90581155,TAGGHAJ N frying pan 24 non-stick coating black NA,Amazon,https://a.co/d/fGIq4pk
90581155,TAGGHAJ N frying pan 24 non-stick coating black NA,Target,https://www.target.com/p/8-ceramic-frypan-figmint/-/A-88926960?preselect=87713688#lnk=sametab
90581155,TAGGHAJ N frying pan 24 non-stick coating black NA,Wal-mart,https://www.walmart.com/ip/Mainstays-Aluminum-Alloy-8-inch-Non-Stick-Skillet-20cm-Frypan/1203211918?classType=REGULAR&athbdg=L1103&from=/search
30546508,"TILLREDA Portable induction cooktop, 1 zone black",Best Buy,https://www.bestbuy.com/site/hamilton-beach-10-modular-electric-induction-cooktop-black/6466957.p?skuId=6466957
30546508,"TILLREDA Portable induction cooktop, 1 zone black",Home Depot,https://www.homedepot.com/p/Portable-Induction-Cooktop-1800-Watt-Single-Burner-Electric-Hot-Plate-917971SLQ/313333057
s59575549,Trofast,Amazon,https://www.amazon.com/Beright-Combination-Organizer-Multipurpose-Children/dp/B0DLFZW252/
0,TRONES shoe cabinet,Wal-mart,https://www.target.com/p/laminate-pivot-open-shoe-cabinet-white-brightroom-8482/-/A-87373744#lnk=sametab
0,TUFJORD upholst bed frm QN TALLMYRA white/black NA,Ashley,https://www.ashleyfurniture.com/p/maloken_queen_upholstered_bed_with_roll_slats/B452-81.html
0,TUFJORD upholst bed frm QN TALLMYRA white/black NA,Wayfair,https://www.wayfair.com/furniture/pdp/wade-logan-birzer-king-upholstered-wingback-bed-drl10391.html?piid=100946350&categoryid=12&placement=16&slot=&sponsoredid=4253d5e9a502b428863384b7433365f70c7e3e1ee8038f5a6eb19af22cdcba6c&_txid=I%2FWEwmfxkPJS8VMPchR2Ag%3D%3D&isB2b=&auctionId=26a51229-d655-454f-8fac-9a46eb65c530
0,UPPÅVIND air purifier,Home Depot ,https://www.homedepot.com/p/GermGuardian-4-in-1-Tabletop-Air-Purifier-with-HEPA-filter-UV-Sanitizer-for-Small-Rooms-Grey-AC4100/206868568
0,UPPÅVIND air purifier,Target,https://www.target.com/p/levoit-core-mini-air-purifier/-/A-94328519?preselect=90786711#lnk=sametab
0,UPPÅVIND air purifier,Wal-mart,https://www.walmart.com/ip/Levoit-True-HEPA-Air-Purifier-Core-Mini-Gray-Save-Energy/466682190?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D&classType=VARIANT&athbdg=L1103&from=/search
50486179,"UPPDATERA  Plate holder, anthracite, 7 3/8-12 1/4 ",Amazon,https://www.amazon.com/Piconico-Plate-Holder-Kitchen-Drawers/dp/B0CP5XQKGJ/ref=sxin_25_sbv_search_btf?content-id=amzn1.sym.96b7ded6-8f59-4097-85c2-50c7f069b523%3Aamzn1.sym.96b7ded6-8f59-4097-85c2-50c7f069b523&cv_ct_cx=in%2Bdrawer%2Bplate%2Bholder&keywords=in%2Bdrawer%2Bplate%2Bholder&pd_rd_i=B0CP5XQKGJ&pd_rd_r=e4328beb-931b-46ee-8ef4-28dff9be6794&pd_rd_w=Vcg8C&pd_rd_wg=VezOD&pf_rd_p=96b7ded6-8f59-4097-85c2-50c7f069b523&pf_rd_r=NAVJ21M8HGSZRHDHXFCC&qid=1746735997&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-5190daf0-67e3-427c-bea6-c72c1df98776&th=1
20491484,"UPPDATERA Flatware tray, light bamboo, 12x19 ½ ",Amazon,https://www.amazon.com/Besilord-Silverware-Organizer-Kitchen-Flatware/dp/B0BRMGPLLK/ref=asc_df_B0BTKFQM5R?tag=bingshoppinga-20&linkCode=df0&hvadid=80264538862920&hvnetw=o&hvqmt=e&hvbmt=be&hvdev=c&hvlocint=&hvlocphy=&hvtargid=pla-4583864005221491&msclkid=8934f26a055110da2b039a76debdade0&th=1
20491356,"UPPDATERA Flatware tray, light bamboo, 15x19 ½ ",Target,https://www.target.com/p/expandable-silverware-organizer-bamboo-kitchen-drawer-organizer-utensil-holder-drawer-organization-and-storage-in-kitchen-bathroom-or-bedroom/-/A-85029067#lnk=sametab
59442478,UPPLAND sofa HAKEBO dark gray US,Amazon,https://www.amazon.com/COPIAE-Lawson-Oversize-Mid-Century-Apartment/dp/B0DS23LJ2W/
59442478,UPPLAND sofa HAKEBO dark gray US,Ashley,https://www.ashleyfurniture.com/p/discota_sofa/3580238.html
59442478,UPPLAND sofa HAKEBO dark gray US,Living Spaces,https://www.livingspaces.com/pdp-amora-sand-86-inch-sofa-334143
59442478,UPPLAND sofa HAKEBO dark gray US,Bobs,https://www.mybobs.com/furniture/living-room/sofas-couches/p/20064850011
59442478,UPPLAND sofa HAKEBO dark gray US,Raymour_Flannigan,https://www.raymourflanigan.com/outlet/sofas-sectionals-clearance/caldwell-sofa-200010825
59442478,UPPLAND sofa HAKEBO dark gray US,Wayfair,https://www.wayfair.com/furniture/pdp/amari-90-round-arm-standard-sofa-with-reversible-cushions-w001666159.html
70462158,VÄLGRUNDAD bottom-frzr refrigerator 19 cu.ft SS NA,Best Buy,https://www.bestbuy.com/site/frigidaire-20-3-cu-ft-bottom-freezer-standard-depth-refrigerator-with-internal-water-dispenser-stainless-steel/6605227.p?skuId=6605227
70462158,VÄLGRUNDAD bottom-frzr refrigerator 19 cu.ft SS NA,Best Buy,https://www.bestbuy.com/site/maytag-19-cu-ft-bottom-freezer-refrigerator-with-humidity-controlled-freshlock-crispers-stainless-steel/6580936.p?skuId=6580936
70591018,"VINTROSA Built-in dishwasher, Stainless steel, 24 ",Home Depot,https://www.homedepot.com/p/Whirlpool-24-in-Fingerprint-Resistant-Stainless-Steel-Top-Control-Dishwasher-with-3rd-Rack-WDT730HAMZ/321921116
0,VITARNA 4pstr bed frm FU/DBL white NAAU,Amazon,https://www.amazon.com/SHA-CERLIN-Mattress-Foundation-Assembly/dp/B0B2DJ9K9H/ref=sr_1_5_sspa?crid=2PU8TG6FAY721&dib=eyJ2IjoiMSJ9.E8A_M9Giihviq8qfDcmrYUjabZYxwxP7y0OUVUkIY3cYnHEaBRsabZI0_UBy6RFfBlI5ZNMQJDgPOGYhTz4mMrTF9o9w7NyPFx4GHGxreutp3Tb73hCi3umDbZcTvfmH-uZNOv0SH8GAvi0aNoVBboSVIndtWb1FAEDw4iCLtX5Nu_TODyEO7spd0a0F-83kFA4FBC6bj90HTJElSJacp2sRfkS9do6_f_NSM4kEA57UY-_i9hTf_b7mDZp1yCB6V0XcOnB3PtF9nFaPeM6RRhJZWYCkDuvwptytVdj4AHo.G6Spl0Iiu3f1QJ0sRoNVqwdjnmi8aADiCIYDHng1mlw&dib_tag=se&keywords=metal%2Bcanopy%2Bbed&qid=1746629921&refinements=p_n_size_browse-bin%3A368699011%2Cp_n_material_browse%3A316589011&rnid=316581011&sprefix=metal%2Bcanopy%2Bbed%2Caps%2C126&sr=8-5-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
0,VITARNA 4pstr bed frm FU/DBL white NAAU,Ashley,https://www.ashleyfurniture.com/p/atwater_living_cara_queen_canopy_bed/B600010197.html#prefn1=facetMaterial&prefv1=Metal&start=10
0,VUKU wardrobe,Amazon,https://www.amazon.com/Generic-Portable-Wardrobe-Non-Woven-Organizer/dp/B0D5J42LNH/ref=sr_1_9?crid=2U6N8W8W5EYIH&dib=eyJ2IjoiMSJ9.U5YKhr15gcJQ2Y40UFPQ0FaMqbhrU8ruJt37QDJtKR5yXWXcP_H_NnO7UITsTuLC9EQd5l055iq_GF1AspG9CqO4OlTu1MlH9HkKE1Pc94eYjOLCgZktQ_63t7QfAiFhTDes4YHMsV9C2T5l7mP4VAaSILQSLdspQzwSekQY1W6to_AP3i0bzky5bEw4LHbMKKMXmtAgSaeJakMSf2iQcQ9npGFS-QtJ2MqrQEjBrLWxnSe5LCtay0X-zKOOnJKK9nH02pLLE8yNP6ZqHdO4yium3KQ_dQnGkWXIrY457bIK6MgDrdX5PGzME_VXrlLpCixxISzMUJxnsfntQwGLqSK0IAPEMfPWef0_SZLwa0AJKgIDqq9NFmKWzh0xdbmaZyaA1L_Bw3ZPRx450gcv7ngMGfHqMkNtp55tdtzCuBwqtFIzzo4hw2PPBhAjokj7.zmxMJHJjPfk4z5gI9rOJZF7o6lGFz3jS8XllnQ8dCVA&dib_tag=se&keywords=portable%2Bcloset&qid=1742430481&refinements=p_36%3A-1900&rnid=386465011&sprefix=portable%2Bcloset%2Caps%2C111&sr=8-9&th=1
0,VUKU wardrobe,Amazon,https://www.amazon.com/Volowoo-Portable-Wardrobe-Organizer-Non-Woven/dp/B0B461RZLR/ref=sr_1_3?crid=2U6N8W8W5EYIH&dib=eyJ2IjoiMSJ9.U5YKhr15gcJQ2Y40UFPQ0FaMqbhrU8ruJt37QDJtKR5yXWXcP_H_NnO7UITsTuLC9EQd5l055iq_GF1AspG9CqO4OlTu1MlH9HkKE1Pc94eYjOLCgZktQ_63t7QfAiFhTDes4YHMsV9C2T5l7mP4VAaSILQSLdspQzwSekQY1W6to_AP3i0bzky5bEw4LHbMKKMXmtAgSaeJakMSf2iQcQ9npGFS-QtJ2MqrQEjBrLWxnSe5LCtay0X-zKOOnJKK9nH02pLLE8yNP6ZqHdO4yium3KQ_dQnGkWXIrY457bIK6MgDrdX5PGzME_VXrlLpCixxISzMUJxnsfntQwGLqSK0IAPEMfPWef0_SZLwa0AJKgIDqq9NFmKWzh0xdbmaZyaA1L_Bw3ZPRx450gcv7ngMGfHqMkNtp55tdtzCuBwqtFIzzo4hw2PPBhAjokj7.zmxMJHJjPfk4z5gI9rOJZF7o6lGFz3jS8XllnQ8dCVA&dib_tag=se&keywords=portable%2Bcloset&qid=1742430481&refinements=p_36%3A-1900&rnid=386465011&sprefix=portable%2Bcloset%2Caps%2C111&sr=8-3&th=1
